,Unicode,漢字,繁体字,汉字,日本語の読み,韓国語の読み,ピンイン,频率,累计频率(%),consonant_jp,vowel_jp,rusheng_jp,consonants,vowel,tone,sound,middle_pronounce,middle_tone,middle_tone2,middle_initial,voice_class,jp_voicing,retroflex,korean,日本語_五音,日本語_清濁,韓国語_子音,韓国語_五音,韓国語_清濁,中国語_五音,中国語_清濁,ピンイン2
1,U+4E01,丁,丁,丁,チョウ,정,dīng,12190,89.1414222252,c,hou,False,d,ing,1,ding,知耕二開,平,1,知,全清,その他,False,jeong,舌音,全清,ㅈ,歯音,全清,舌音,全清,ding1
2,U+4E03,七,七,七,シチ,칠,qī,35499,73.7071709083,s,hichi,True,q,i,1,qi,清眞三開,入,4,清,次清,清,False,chil,歯音,全清,ㅊ,歯音,次清,歯音,次清,qi1
3,U+4E07,万,万,万,マン,만,wàn mò,53972,66.6908822496,m,an,False,w,an mo,4,wan mo,明元三合,去,3,明,次濁,鼻音・流音,False,man,唇音,次濁,なし,なし,なし,喉音,次濁,wan4 mo4
4,U+4E08,丈,丈,丈,ジョウ,장,zhàng,16371,86.1123001328,j,ou,False,zh,ang,4,zhang,澄陽三開,上,2,澄,全濁,その他,True,jang,歯音,全濁,ㅈ,歯音,全清,歯音,全清,zhang4
5,U+4E09,三,三,三,サン,삼,sān,141780,47.2663216588,s,an,False,s,an,1,san,心談一開,平,1,心,全清,清,False,sam,歯音,全清,ㅅ,歯音,全清,歯音,次清,san1
6,U+4E0A,上,上,上,ジョウ,상,shàng,571537,19.191638041,j,ou,False,sh,ang,4,shang,常陽三開,上,2,常,全濁,その他,True,sang,歯音,全濁,ㅅ,歯音,全清,歯音,次清,shang4
7,U+4E0B,下,下,下,カ,하,xià,359999,27.9736378858,k,a,False,x,ia,4,xia,匣麻二開,上,2,匣,全濁,清,False,ha,牙音,全清,ㅎ,喉音,次清,歯音,次清,xia4
8,U+4E0D,不,不,不,フ,부 불,bù,1285160,10.1819385929,f,u,False,b,u,4,bu,幫尤三開,平,1,幫,全清,その他,False,bu bul,唇音,全清,ㅂ,唇音,全清,唇音,全清,bu4
9,U+4E11,丑,丑,丑,チュウ,축,chǒu,5499,94.7208080706,c,huu,False,ch,ou,3,chou,徹尤三開,上,2,徹,次清,その他,True,chuk,舌音,全清,ㅊ,歯音,次清,歯音,次清,chou3
10,U+4E14,且,且,且,シャ,차,qiě,55992,65.8728785276,s,ha,False,q,ie,3,qie,精魚三開,平,1,精,全清,清,False,cha,歯音,全清,ㅊ,歯音,次清,歯音,次清,qie3
11,U+4E15,丕,丕,丕,ヒ,비,pī,506,99.4988871181,h,i,False,p,i,1,pi,滂脂三開,平,1,滂,次清,清,False,bi,唇音,全清,ㅂ,唇音,全清,唇音,次清,pi1
12,U+4E16,世,世,世,セイ,세,shì,72838,60.8932249239,s,ei,False,sh,i,4,shi,書祭三開,去,3,書,全清,清,True,se,歯音,全清,ㅅ,歯音,全清,歯音,次清,shi4
13,U+4E18,丘,丘,丘,キュウ,구,qiū,3413,96.7438602557,k,yuu,False,q,iu,1,qiu,溪尤三開,平,1,溪,次清,清,False,gu,牙音,全清,ㄱ,牙音,全清,歯音,次清,qiu1
14,U+4E19,丙,丙,丙,ヘイ,병,bǐng,840,99.2086978321,h,ei,False,b,ing,3,bing,幫庚三開,上,2,幫,全清,清,False,byeong,唇音,全清,ㅂ,唇音,全清,唇音,全清,bing3
15,U+4E1E,丞,丞,丞,ジョウ,승,chéng,954,99.0980600794,j,ou,False,ch,eng,2,cheng,常蒸三開,平,1,常,全濁,その他,True,seung,歯音,全濁,ㅅ,歯音,全清,歯音,次清,cheng2
16,U+4E1F,丟,丟,丢,チュウ,주,diū,8221,92.3226642074,c,huu,False,d,iu,1,diu,端幽三開,平,1,端,全清,その他,False,ju,舌音,全清,ㅈ,歯音,全清,舌音,全清,diu1
17,U+4E26,並,並,并,ヘイ,병,bìng,86617,56.9221753364,h,ei,False,b,ing,4,bing,並青四開,上,2,並,全濁,清,False,byeong,唇音,全清,ㅂ,唇音,全清,唇音,全清,bing4
18,U+4E2B,丫,丫,丫,ア,아,yā,2732,97.4737753248,,a,False,y,a,1,ya,影麻二開,平,1,影,全清,その他,False,a,不明 (),不明 (),ㅇ,喉音,次濁,喉音,次濁,ya1
19,U+4E2D,中,中,中,チュウ,중,zhōng,368320,25.89833446,c,huu,False,zh,ong,1,zhong,知東三開,平,1,知,全清,その他,True,jung,舌音,全清,ㅈ,歯音,全清,歯音,全清,zhong1
20,U+4E30,丰,丰,丰,フウ,봉,fēng,9063,91.5496016641,f,uu,False,f,eng,1,feng,滂鍾三開,平,1,滂,次清,その他,False,bong,唇音,全清,ㅂ,唇音,全清,唇音,次清,feng1
21,U+4E32,串,串,串,カン,곶 관,chuàn,4753,95.4967256413,k,an,False,ch,uan,4,chuan,見刪二合,去,3,見,全清,清,True,got gwan,牙音,全清,ㄱ,牙音,全清,歯音,次清,chuan4
22,U+4E38,丸,丸,丸,ガン,환,wán,1763,98.3381001745,g,an,False,w,an,2,wan,匣桓一合,平,1,匣,全濁,濁,False,hwan,牙音,全濁,ㅎ,喉音,次清,喉音,次濁,wan2
23,U+4E39,丹,丹,丹,タン,단 란,dān,9603,91.1234782352,t,an,False,d,an,1,dan,端寒一開,平,1,端,全清,清,False,dan ran,舌音,全清,ㄷ,舌音,全清,舌音,全清,dan1
24,U+4E3B,主,主,主,シュ,주,zhǔ,109936,52.2959938282,s,hu,False,zh,u,3,zhu,章虞三合,上,2,章,全清,清,True,ju,歯音,全清,ㅈ,歯音,全清,歯音,全清,zhu3
25,U+4E43,乃,乃,乃,ノ,내,nǎi,10323,90.5682459094,n,o,False,n,ai,3,nai,泥咍一開,上,2,泥,次濁,鼻音・流音,False,nae,舌音,次濁,ㄴ,舌音,次濁,舌音,次濁,nai3
26,U+4E45,久,久,久,キュウ,구,jiǔ,35463,73.7884629687,k,yuu,False,j,iu,3,jiu,見尤三開,上,2,見,全清,清,False,gu,牙音,全清,ㄱ,牙音,全清,歯音,全清,jiu3
27,U+4E4B,之,之,之,シ,지,zhī,290083,31.6329462267,s,hi,False,zh,i,1,zhi,章之三開,平,1,章,全清,清,True,ji,歯音,全清,ㅈ,歯音,全清,歯音,全清,zhi1
28,U+4E4D,乍,乍,乍,サ,사,zhà,1518,98.5496358075,s,a,False,zh,a,4,zha,崇麻二開,去,3,崇,全濁,清,True,sa,歯音,全清,ㅅ,歯音,全清,歯音,全清,zha4
29,U+4E4E,乎,乎,乎,コ,호,hū,51267,67.414400728,k,o,False,h,u,1,hu,匣模一開,平,1,匣,全濁,清,False,ho,牙音,全清,ㅎ,喉音,次清,牙音,次清,hu1
30,U+4E4F,乏,乏,乏,ボウ,핍,fá,4925,95.2807063202,b,ou,False,f,a,2,fa,並凡三合,入,4,並,全濁,濁,False,pip,唇音,全濁,ㅍ,唇音,次清,唇音,次清,fa2
31,U+4E56,乖,乖,乖,カイ,괴,guāi,3239,96.9501706501,k,ai,False,g,uai,1,guai,見皆二合,平,1,見,全清,清,False,goe,牙音,全清,ㄱ,牙音,全清,牙音,全清,guai1
32,U+4E58,乘,乘,乘,ジョウ,승,chéng,10964,90.0587662273,j,ou,False,ch,eng,2,cheng,船蒸三開,平,1,船,全濁,その他,True,seung,歯音,全濁,ㅅ,歯音,全清,歯音,次清,cheng2
33,U+4E59,乙,乙,乙,オツ,을,yǐ,2081,98.0161537239,,otsu,True,y,i,3,yi,影眞三開,入,4,影,全清,その他,False,eul,不明 (),不明 (),ㅇ,喉音,次濁,喉音,次濁,yi3
34,U+4E5D,九,九,九,キュウ,구,jiǔ,39238,72.3828966878,k,yuu,False,j,iu,3,jiu,見尤三開,上,2,見,全清,清,False,gu,牙音,全清,ㄱ,牙音,全清,歯音,全清,jiu3
35,U+4E5E,乞,乞,乞,キツ,걸,qǐ,2920,97.2932633287,k,itsu,True,q,i,3,qi,溪欣三開,入,4,溪,次清,清,False,geol,牙音,全清,ㄱ,牙音,全清,歯音,次清,qi3
36,U+4E5F,也,也,也,ヤ,야,yě,407287,24.6151710283,y,a,False,y,e,3,ye,以麻三開,上,2,以,次濁,鼻音・流音,False,ya,喉音,次濁,ㅇ,喉音,次濁,喉音,次濁,ye3
37,U+4E73,乳,乳,乳,ニュウ,유,rǔ,2704,97.4830968572,n,yuu,False,r,u,3,ru,日虞三合,上,2,日,次濁,鼻音・流音,True,yu,舌音,次濁,ㅇ,喉音,次濁,歯音,次濁,ru3
38,U+4E7E,乾,乾,乾,カン,건,qián gān,5716,94.51456186,k,an,False,q,ian gan,1,qian gan,見寒一開,平,1,見,全清,清,False,geon,牙音,全清,ㄱ,牙音,全清,歯音,次清,qian2 gan1
39,U+4E82,亂,亂,乱,ラン,난 란,luàn,28684,77.6621241474,r,an,False,l,uan,4,luan,來桓一合,去,3,來,次濁,鼻音・流音,False,nan ran,流音,次濁,ㄴ,舌音,次濁,舌音,次濁,luan4
40,U+4E86,了,了,了,リョウ,료 요,le,1380375,7.18753757539,r,you,False,l,e,5,le,來蕭四開,上,2,來,次濁,鼻音・流音,False,ryo yo,流音,次濁,ㄹ,流音,次濁,舌音,次濁,le5
41,U+4E88,予,予,予,ヨ,여,yǔ,5840,94.4351872868,y,o,False,y,u,3,yu,以魚三開,平,1,以,次濁,鼻音・流音,False,yeo,喉音,次濁,ㅇ,喉音,次濁,喉音,次濁,yu3
42,U+4E8B,事,事,事,ジ,사,shì,239440,36.1684648582,j,i,False,sh,i,4,shi,莊之三開,去,3,莊,全清,その他,True,sa,歯音,全濁,ㅅ,歯音,全清,歯音,次清,shi4
43,U+4E8C,二,二,二,ニ,이,èr,118805,50.1931349762,n,i,False,,er,4,er,日脂三開,去,3,日,次濁,鼻音・流音,False,i,舌音,次濁,ㅇ,喉音,次濁,喉音,次濁,er4
44,U+4E8E,于,于,于,ウ,우,yú,199824,39.1197023556,,u,False,y,u,2,yu,云虞三合,平,1,云,次濁,その他,False,u,不明 (),不明 (),ㅇ,喉音,次濁,喉音,次濁,yu2
46,U+4E91,云,云,云,ウン,운,yún,34125,74.7475057279,,un,False,y,un,2,yun,云文三合,平,1,云,次濁,その他,False,un,不明 (),不明 (),ㅇ,喉音,次濁,喉音,次濁,yun2
47,U+4E92,互,互,互,ゴ,호,hù,10087,90.673504841,g,o,False,h,u,4,hu,匣模一開,去,3,匣,全濁,濁,False,ho,牙音,全濁,ㅎ,喉音,次清,牙音,次清,hu4
48,U+4E94,五,五,五,ゴ,오,wǔ,68269,61.8624499644,g,o,False,w,u,3,wu,疑模一開,上,2,疑,次濁,濁,False,o,牙音,全濁,ㅇ,喉音,次濁,喉音,次濁,wu3
49,U+4E95,井,井,井,セイ,정,jǐng,9802,90.9015494317,s,ei,False,j,ing,3,jing,精清三開,上,2,精,全清,清,False,jeong,歯音,全清,ㅈ,歯音,全清,歯音,全清,jing3
51,U+4E9B,些,些,些,サ,사,xiē,151115,46.1007232319,s,a,False,x,ie,1,xie,心麻三開,平,1,心,全清,清,False,sa,歯音,全清,ㅅ,歯音,全清,歯音,次清,xie1
52,U+4E9E,亞,亞,亚,ア,아,yà,24335,80.4104678849,,a,False,y,a,4,ya,影麻二開,去,3,影,全清,その他,False,a,不明 (),不明 (),ㅇ,喉音,次濁,喉音,次濁,ya4
53,U+4E9F,亟,亟,亟,キ,극,jí,419,99.6041655341,k,i,True,j,i,2,ji,溪之三開,去,3,溪,次清,清,False,geuk,牙音,全清,ㄱ,牙音,全清,歯音,全清,ji2
54,U+4EA1,亡,亡,亡,ボウ,망,wáng,14237,87.7128495358,b,ou,False,w,ang,2,wang,明陽三合,平,1,明,次濁,濁,False,mang,唇音,全濁,なし,なし,なし,喉音,次濁,wang2
55,U+4EA2,亢,亢,亢,コウ,항,kàng,751,99.2835474564,k,ou,False,k,ang,4,kang,見唐一開,平,1,見,全清,清,False,hang,牙音,全清,ㅎ,喉音,次清,牙音,次清,kang4
56,U+4EA4,交,交,交,コウ,교,jiāo,45570,69.4483457993,k,ou,False,j,iao,1,jiao,見肴二開,平,1,見,全清,清,False,gyo,牙音,全清,ㄱ,牙音,全清,歯音,全清,jiao1
57,U+4EA5,亥,亥,亥,ガイ,해,hài,602,99.4068500231,g,ai,False,h,ai,4,hai,匣咍一開,上,2,匣,全濁,濁,False,hae,牙音,全濁,ㅎ,喉音,次清,牙音,次清,hai4
58,U+4EA6,亦,亦,亦,エキ,역,yì,21194,82.6028216999,,eki,True,y,i,4,yi,以清三開,入,4,以,次濁,その他,False,yeok,不明 (),不明 (),ㅇ,喉音,次濁,喉音,次濁,yi4
59,U+4EA8,亨,亨,亨,キョウ,형,hēng,3450,96.6927700519,k,you,False,h,eng,1,heng,曉庚二開,平,1,曉,全清,清,False,hyeong,牙音,全清,ㅎ,喉音,次清,牙音,次清,heng1
61,U+4EAC,京,京,京,キョウ,경,jīng,28201,78.1825689224,k,you,False,j,ing,1,jing,見庚三開,平,1,見,全清,清,False,gyeong,牙音,全清,ㄱ,牙音,全清,歯音,全清,jing1
62,U+4EAD,亭,亭,亭,テイ,정,tíng,5445,94.7771888429,t,ei,False,t,ing,2,ting,定青四開,平,1,定,全濁,清,False,jeong,舌音,全清,ㅈ,歯音,全清,舌音,次清,ting2
63,U+4EAE,亮,亮,亮,リョウ,량 양,liàng,31426,76.3175667401,r,you,False,l,iang,4,liang,來陽三開,去,3,來,次濁,鼻音・流音,False,ryang yang,流音,次濁,ㄹ,流音,次濁,舌音,次濁,liang4
64,U+4EB3,亳,亳,亳,ハク,박,bó,50,99.9688594572,h,aku,True,b,o,2,bo,並唐一合,入,4,並,全濁,清,False,bak,唇音,全清,ㅂ,唇音,全清,唇音,全清,bo2
65,U+4EBA,人,人,人,ジン,인,rén,886010,14.6048527006,j,in,False,r,en,2,ren,日眞三開,平,1,日,次濁,その他,True,in,歯音,全濁,ㅇ,喉音,次濁,歯音,次濁,ren2
66,U+4EC0,什,什,什,ジュウ,십 집,shén,182926,40.4269908254,j,uu,False,sh,en,2,shen,常侵三開,入,4,常,全濁,その他,True,sip jip,歯音,全濁,ㅅ,歯音,全清,歯音,次清,shen2
67,U+4EC1,仁,仁,仁,ジン,인,rén,10485,90.3897178764,j,in,False,r,en,2,ren,日眞三開,平,1,日,次濁,その他,True,in,歯音,全濁,ㅇ,喉音,次濁,歯音,次濁,ren2
68,U+4EC4,仄,仄,仄,ソク,측,zè,373,99.6494482617,s,oku,True,z,e,4,ze,莊蒸三開,入,4,莊,全清,清,False,cheuk,歯音,全清,ㅊ,歯音,次清,歯音,全清,ze4
69,U+4EC6,仆,仆,仆,フ,부,pū,6137,94.1263423285,f,u,False,p,u,1,pu,滂虞三合,去,3,滂,次清,その他,False,bu,唇音,全清,ㅂ,唇音,全清,唇音,次清,pu1
70,U+4EC7,仇,仇,仇,キュウ,구,chóu,9801,90.9127827206,k,yuu,False,ch,ou,2,chou,群尤三開,平,1,群,全濁,清,True,gu,牙音,全清,ㄱ,牙音,全清,歯音,次清,chou2
71,U+4ECA,今,今,今,コン,금,jīn,61668,63.6368958607,k,on,False,j,in,1,jin,見侵三開,平,1,見,全清,清,False,geum,牙音,全清,ㄱ,牙音,全清,歯音,全清,jin1
72,U+4ECB,介,介,介,カイ,개,jiè,19188,84.1294211963,k,ai,False,j,ie,4,jie,見皆二開,去,3,見,全清,清,False,gae,牙音,全清,ㄱ,牙音,全清,歯音,全清,jie4
73,U+4ECD,仍,仍,仍,ジョウ,잉,réng,30256,76.919767761,j,ou,False,r,eng,2,reng,日蒸三開,平,1,日,次濁,その他,True,ing,歯音,全濁,ㅇ,喉音,次濁,歯音,次濁,reng2
74,U+4ED4,仔,仔,仔,シ,자,zǐ,7711,92.770198622,s,hi,False,z,i,3,zi,精之三開,平,1,精,全清,清,False,ja,歯音,全清,ㅈ,歯音,全清,歯音,全清,zi3
75,U+4ED5,仕,仕,仕,シ,사,shì,1396,98.6542208106,s,hi,False,sh,i,4,shi,崇之三開,上,2,崇,全濁,清,True,sa,歯音,全清,ㅅ,歯音,全清,歯音,次清,shi4
76,U+4ED6,他,他,他,タ,타,tā,992169,12.5656250837,t,a,False,t,a,1,ta,透歌一開,平,1,透,次清,清,False,ta,舌音,全清,ㅌ,舌音,次清,舌音,次清,ta1
77,U+4ED7,仗,仗,仗,ジョウ,장,zhàng,7243,93.17296034,j,ou,False,zh,ang,4,zhang,澄陽三開,上,2,澄,全濁,その他,True,jang,歯音,全濁,ㅈ,歯音,全清,歯音,全清,zhang4
78,U+4ED8,付,付,付,フ,부,fù,14389,87.5652339644,f,u,False,f,u,4,fu,幫虞三合,去,3,幫,全清,その他,False,bu,唇音,全清,ㅂ,唇音,全清,唇音,次清,fu4
79,U+4ED9,仙,仙,仙,セン,선,xiān,15347,86.8537419018,s,en,False,x,ian,1,xian,心仙三開,平,1,心,全清,清,False,seon,歯音,全清,ㅅ,歯音,全清,歯音,次清,xian1
80,U+4EDD,仝,仝,仝,ドウ,동,tóng,7,99.9954429592,d,ou,False,t,ong,2,tong,定東一開,平,1,定,全濁,濁,False,dong,舌音,全濁,ㄷ,舌音,全清,舌音,次清,tong2
81,U+4EDE,仞,仞,仞,ジン,인,rèn,70,99.9503413213,j,in,False,r,en,4,ren,日眞三開,去,3,日,次濁,その他,True,in,歯音,全濁,ㅇ,喉音,次濁,歯音,次濁,ren4
82,U+4EDF,仟,仟,仟,セン,천,qiān,83,99.9370954158,s,en,False,q,ian,1,qian,清先四開,平,1,清,次清,清,False,cheon,歯音,全清,ㅊ,歯音,次清,歯音,次清,qian1
83,U+4EE1,仡,仡,仡,キツ,흘,gē,1,99.9997845262,k,itsu,True,g,e,1,ge,曉欣三開,入,4,曉,全清,清,False,heul,牙音,全清,ㅎ,喉音,次清,牙音,全清,ge1
84,U+4EE3,代,代,代,ダイ,대,dài,60918,63.918094848,d,ai,False,d,ai,4,dai,定咍一開,去,3,定,全濁,濁,False,dae,舌音,全濁,ㄷ,舌音,全清,舌音,全清,dai4
85,U+4EE4,令,令,令,レイ,령 영,lìng,59260,64.9468846294,r,ei,False,l,ing,4,ling,來仙三開,平,1,來,次濁,鼻音・流音,False,ryeong yeong,流音,次濁,ㄹ,流音,次濁,舌音,次濁,ling4
86,U+4EE5,以,以,以,イ,이,yǐ,318797,30.2617835407,,i,False,y,i,3,yi,以之三開,上,2,以,次濁,その他,False,i,不明 (),不明 (),ㅇ,喉音,次濁,喉音,次濁,yi3
87,U+4EF0,仰,仰,仰,ギョウ,앙,yǎng,7667,92.8054274356,g,you,False,y,ang,3,yang,疑陽三開,上,2,疑,次濁,濁,False,ang,牙音,全濁,ㅇ,喉音,次濁,喉音,次濁,yang3
88,U+4EF2,仲,仲,仲,チュウ,중,zhòng,5098,95.0858320811,c,huu,False,zh,ong,4,zhong,澄東三開,去,3,澄,全濁,その他,True,jung,舌音,全清,ㅈ,歯音,全清,歯音,全清,zhong4
89,U+4EF3,仳,仳,仳,ヒ,비,pǐ,4,99.9973925383,h,i,False,p,i,3,pi,並脂三開,平,1,並,全濁,清,False,bi,唇音,全清,ㅂ,唇音,全清,唇音,次清,pi3
90,U+4EF5,仵,仵,仵,ゴ,오,wǔ,33,99.981438311,g,o,False,w,u,3,wu,疑模一開,上,2,疑,次濁,濁,False,o,牙音,全濁,ㅇ,喉音,次濁,喉音,次濁,wu3
91,U+4EF6,件,件,件,ケン,건,jiàn,54252,66.6290229424,k,en,False,j,ian,4,jian,群仙三開,上,2,群,全濁,清,False,geon,牙音,全清,ㄱ,牙音,全清,歯音,全清,jian4
92,U+4EF7,价,价,价,カイ,개,jià,15456,86.7479156323,k,ai,False,j,ia,4,jia,見皆二開,去,3,見,全清,清,False,gae,牙音,全清,ㄱ,牙音,全清,歯音,全清,jia4
93,U+4EFB,任,任,任,ニン,임,rèn,65672,62.3986449543,n,in,False,r,en,4,ren,日侵三開,平,1,日,次濁,鼻音・流音,True,im,舌音,次濁,ㅇ,喉音,次濁,歯音,次濁,ren4
94,U+4EFD,份,份,份,ヒン,빈,fèn,17405,85.3729259949,h,in,False,f,en,4,fen,幫眞三開,平,1,幫,全清,清,False,bin,唇音,全清,ㅂ,唇音,全清,唇音,次清,fen4
95,U+4EFF,仿,仿,仿,ホウ,방,fǎng,12974,88.5362114484,h,ou,False,f,ang,3,fang,滂陽三合,上,2,滂,次清,清,False,bang,唇音,全清,ㅂ,唇音,全清,唇音,次清,fang3
96,U+4F01,企,企,企,キ,기,qǐ,6873,93.5523867083,k,i,True,q,i,3,qi,溪支三開,上,2,溪,次清,清,False,gi,牙音,全清,ㄱ,牙音,全清,歯音,次清,qi3
97,U+4F09,伉,伉,伉,コウ,항,kàng,147,99.8668395087,k,ou,False,k,ang,4,kang,溪唐一開,去,3,溪,次清,清,False,hang,牙音,全清,ㅎ,喉音,次清,牙音,次清,kang4
98,U+4F0A,伊,伊,伊,イ,이,yī,14508,87.4164745483,,i,False,y,i,1,yi,影脂三開,平,1,影,全清,その他,False,i,不明 (),不明 (),ㅇ,喉音,次濁,喉音,次濁,yi1
99,U+4F0D,伍,伍,伍,ゴ,오,wǔ,6638,93.7386316818,g,o,False,w,u,3,wu,疑模一開,上,2,疑,次濁,濁,False,o,牙音,全濁,ㅇ,喉音,次濁,喉音,次濁,wu3
100,U+4F0E,伎,伎,伎,キ,기,jì,695,99.323837611,k,i,True,j,i,4,ji,群支三開,平,1,群,全濁,清,False,gi,牙音,全清,ㄱ,牙音,全清,歯音,全清,ji4
101,U+4F0F,伏,伏,伏,フク,복,fú,10794,90.1584537869,f,uku,True,f,u,2,fu,並尤三開,去,3,並,全濁,その他,False,bok,唇音,全清,ㅂ,唇音,全清,唇音,次清,fu2
102,U+4F10,伐,伐,伐,バツ,벌,fá,3418,96.7242934045,b,atsu,True,f,a,2,fa,並元三合,入,4,並,全濁,濁,False,beol,唇音,全濁,ㅂ,唇音,全清,唇音,次清,fa2
103,U+4F11,休,休,休,キュウ,휴,xiū,14372,87.5981911345,k,yuu,False,x,iu,1,xiu,曉尤三開,平,1,曉,全清,清,False,hyu,牙音,全清,ㅎ,喉音,次清,歯音,次清,xiu1
106,U+4F2F,伯,伯,伯,ハク,백,bó,22208,81.8806155485,h,aku,True,b,o,2,bo,幫庚二開,入,4,幫,全清,清,False,baek,唇音,全清,ㅂ,唇音,全清,唇音,全清,bo2
107,U+4F30,估,估,估,コ,고,gū,4712,95.5401229734,k,o,False,g,u,1,gu,見模一開,上,2,見,全清,清,False,go,牙音,全清,ㄱ,牙音,全清,牙音,全清,gu1
108,U+4F34,伴,伴,伴,ハン,반,bàn,9693,91.0019670806,h,an,False,b,an,4,ban,並桓一合,上,2,並,全濁,清,False,ban,唇音,全清,ㅂ,唇音,全清,唇音,全清,ban4
109,U+4F36,伶,伶,伶,レイ,령,líng,1832,98.2721743731,r,ei,False,l,ing,2,ling,來青四開,平,1,來,次濁,鼻音・流音,False,ryeong,流音,次濁,ㄹ,流音,次濁,舌音,次濁,ling2
110,U+4F38,伸,伸,伸,シン,신,shēn,17425,85.35297748,s,hin,False,sh,en,1,shen,書眞三開,平,1,書,全清,清,True,sin,歯音,全清,ㅅ,歯音,全清,歯音,次清,shen1
111,U+4F3A,伺,伺,伺,シ,사,cì,1697,98.4094151122,s,hi,False,c,i,4,ci,心之三開,平,1,心,全清,清,False,sa,歯音,全清,ㅅ,歯音,全清,歯音,次清,ci4
112,U+4F3C,似,似,似,ジ,사,sì,59016,65.0822250733,j,i,False,s,i,4,si,邪之三開,上,2,邪,全濁,その他,False,sa,歯音,全濁,ㅅ,歯音,全清,歯音,次清,si4
113,U+4F3D,伽,伽,伽,カ,가,jiā,846,99.2009648457,k,a,False,j,ia,1,jia,群戈三開,平,1,群,全濁,清,False,ga,牙音,全清,ㄱ,牙音,全清,歯音,全清,jia1
114,U+4F43,佃,佃,佃,デン,전,diàn,225,99.7930557919,d,en,False,d,ian,4,dian,定先四開,平,1,定,全濁,濁,False,jeon,舌音,全濁,ㅈ,歯音,全清,舌音,全清,dian4
115,U+4F46,但,但,但,タン,단,dàn,169648,42.0466864474,t,an,False,d,an,4,dan,定寒一開,平,1,定,全濁,清,False,dan,舌音,全清,ㄷ,舌音,全清,舌音,全清,dan4
116,U+4F47,佇,佇,伫,チョ,저,zhù,441,99.577539625,c,ho,False,zh,u,4,zhu,澄魚三開,上,2,澄,全濁,その他,True,jeo,舌音,全清,ㅈ,歯音,全清,歯音,全清,zhu4
117,U+4F4D,位,位,位,イ,위,wèi,84886,57.4133122417,,i,False,w,ei,4,wei,云脂三合,去,3,云,次濁,その他,False,wi,不明 (),不明 (),ㅇ,喉音,次濁,喉音,次濁,wei4
118,U+4F4E,低,低,低,テイ,저,dī,25455,79.8685066796,t,ei,False,d,i,1,di,端齊四開,平,1,端,全清,清,False,jeo,舌音,全清,ㅈ,歯音,全清,舌音,全清,di1
119,U+4F4F,住,住,住,ジュウ,주,zhù,96972,54.4194556392,j,uu,False,zh,u,4,zhu,澄虞三合,去,3,澄,全濁,その他,True,ju,歯音,全濁,ㅈ,歯音,全清,歯音,全清,zhu4
120,U+4F50,佐,佐,佐,サ,좌,zuǒ,4125,96.0714147891,s,a,False,z,uo,3,zuo,精歌一開,去,3,精,全清,清,False,jwa,歯音,全清,ㅈ,歯音,全清,歯音,全清,zuo3
121,U+4F51,佑,佑,佑,ユウ,우,yòu,1864,98.2425398543,y,uu,False,y,ou,4,you,云尤三開,去,3,云,次濁,鼻音・流音,False,u,喉音,次濁,ㅇ,喉音,次濁,喉音,次濁,you4
122,U+4F53,体,体,体,タイ,분,tǐ,59572,64.6750587507,t,ai,False,t,i,3,ti,並魂一合,上,2,並,全濁,清,False,bun,舌音,全清,ㅂ,唇音,全清,舌音,次清,ti3
123,U+4F55,何,何,何,カ,하,hé,85586,57.3160212546,k,a,False,h,e,2,he,匣歌一開,平,1,匣,全濁,清,False,ha,牙音,全清,ㅎ,喉音,次清,牙音,次清,he2
124,U+4F57,佗,佗,佗,タ,타,tuó,134,99.8811616369,t,a,False,t,uo,2,tuo,定歌一開,平,1,定,全濁,清,False,ta,舌音,全清,ㅌ,舌音,次清,舌音,次清,tuo2
125,U+4F59,余,余,余,ヨ,여,yú,23830,80.7423433205,y,o,False,y,u,2,yu,以魚三開,平,1,以,次濁,鼻音・流音,False,yeo,喉音,次濁,ㅇ,喉音,次濁,喉音,次濁,yu2
126,U+4F5A,佚,佚,佚,イツ,일,yì,456,99.560600866,,itsu,True,y,i,4,yi,以眞三開,入,4,以,次濁,その他,False,il,不明 (),不明 (),ㅇ,喉音,次濁,喉音,次濁,yi4
127,U+4F5B,佛,佛,佛,フツ,불,fú,19870,83.5916708985,f,utsu,True,f,u,2,fu,並文三合,入,4,並,全濁,その他,False,bul,唇音,全清,ㅂ,唇音,全清,唇音,次清,fu2
128,U+4F5C,作,作,作,サク,작,zuò,160044,44.1348392153,s,aku,True,z,uo,4,zuo,精模一開,去,3,精,全清,清,False,jak,歯音,全清,ㅈ,歯音,全清,歯音,全清,zuo4
129,U+4F5D,佝,佝,佝,ク,구,gōu,111,99.9053921197,k,u,True,g,ou,1,gou,曉侯一開,去,3,曉,全清,清,False,gu,牙音,全清,ㄱ,牙音,全清,牙音,全清,gou1
130,U+4F5E,佞,佞,佞,ネイ,녕,nìng,209,99.8102020017,n,ei,False,n,ing,4,ning,泥青四開,去,3,泥,次濁,鼻音・流音,False,nyeong,舌音,次濁,ㄴ,舌音,次濁,舌音,次濁,ning4
131,U+4F5F,佟,佟,佟,トウ,퉁,tóng,1366,98.6858622153,t,ou,False,t,ong,2,tong,定冬一開,平,1,定,全濁,清,False,tung,舌音,全清,ㅌ,舌音,次清,舌音,次清,tong2
