,Unicode,漢字,繁体字,汉字,日本語の読み,韓国語の読み,ピンイン,频率,累计频率(%),consonant_jp,vowel_jp,rusheng_jp,consonants,vowel,tone,sound,middle_pronounce,middle_tone,middle_tone2,middle_initial,voice_class,jp_voicing,retroflex,korean,日本語_五音,日本語_清濁,韓国語_子音,韓国語_五音,韓国語_清濁,中国語_五音,中国語_清濁,ピンイン2
4555,U+896A,襪,襪,袜,ベツ,말,wà,1452,98.5971500638,b,etsu,True,w,a,4,wa,明元三合,入,4,明,次濁,濁,False,mal,唇音,全濁,なし,なし,なし,喉音,次濁,wa4
4556,U+896F,襯,襯,衬,シン,친,chèn,2762,97.4296880182,s,hin,False,ch,en,4,chen,初臻三開,去,3,初,次清,清,True,chin,歯音,全清,ㅊ,歯音,次清,歯音,次清,chen4
4557,U+8972,襲,襲,袭,シュウ,습,xí,8462,92.1410335816,s,huu,False,x,i,2,xi,邪侵三開,入,4,邪,全濁,清,False,seup,歯音,全清,ㅅ,歯音,全清,歯音,次清,xi2
4559,U+897F,西,西,西,セイ,서,xī,101625,53.6248950038,s,ei,False,x,i,1,xi,心齊四開,平,1,心,全清,清,False,seo,歯音,全清,ㅅ,歯音,全清,歯音,次清,xi1
4560,U+8981,要,要,要,ヨウ,요,yào,339256,28.7555348533,y,ou,False,y,ao,4,yao,影宵三開,平,1,影,全清,鼻音・流音,False,yo,喉音,次濁,ㅇ,喉音,次濁,喉音,次濁,yao4
4561,U+8983,覃,覃,覃,タン,담,tán,118,99.899489514,t,an,False,t,an,2,tan,定覃一開,平,1,定,全濁,清,False,dam,舌音,全清,ㄷ,舌音,全清,舌音,次清,tan2
4562,U+8986,覆,覆,复,フク,복,fù,33930,74.9032921101,f,uku,True,f,u,4,fu,滂尤三開,去,3,滂,次清,その他,False,bok,唇音,全清,ㅂ,唇音,全清,唇音,次清,fu4
4564,U+8988,覈,覈,覈,カク,핵,hé,2,99.9987071574,k,aku,True,h,e,2,he,匣先四開,入,4,匣,全濁,清,False,haek,牙音,全清,ㅎ,喉音,次清,牙音,次清,he2
4565,U+898B,見,見,见,ケン,견 현,jiàn,169620,42.2410942088,k,en,False,j,ian,4,jian,見先四開,去,3,見,全清,清,False,gyeon hyeon,牙音,全清,ㄱ,牙音,全清,歯音,全清,jian4
4566,U+898F,規,規,规,キ,규,guī,15453,86.7656268877,k,i,True,g,ui,1,gui,見支三合,平,1,見,全清,清,False,gyu,牙音,全清,ㄱ,牙音,全清,牙音,全清,gui1
4567,U+8993,覓,覓,觅,ベキ,멱,mì,1415,98.633278595,b,eki,True,m,i,4,mi,明青四開,入,4,明,次濁,濁,False,myeok,唇音,全濁,なし,なし,なし,唇音,次濁,mi4
4568,U+8996,視,視,视,シ,시,shì,36688,73.3336184922,s,hi,False,sh,i,4,shi,常脂三開,上,2,常,全濁,清,True,si,歯音,全清,ㅅ,歯音,全清,歯音,次清,shi4
4569,U+8998,覘,覘,觇,テン,점,chān,23,99.9877798871,t,en,False,ch,an,1,chan,徹鹽三開,平,1,徹,次清,清,True,jeom,舌音,全清,ㅈ,歯音,全清,歯音,次清,chan1
4570,U+89A1,覡,覡,觋,ケキ,격,xí,23,99.9879644152,k,eki,True,x,i,2,xi,匣青四開,入,4,匣,全濁,清,False,gyeok,牙音,全清,ㄱ,牙音,全清,歯音,次清,xi2
4571,U+89AA,親,親,亲,シン,친,qīn,81699,58.2699751654,s,hin,False,q,in,1,qin,清眞三開,平,1,清,次清,清,False,chin,歯音,全清,ㅊ,歯音,次清,歯音,次清,qin1
4572,U+89AC,覬,覬,觊,キ,기,jì,160,99.8557483408,k,i,True,j,i,4,ji,見脂三開,去,3,見,全清,清,False,gi,牙音,全清,ㄱ,牙音,全清,歯音,全清,ji4
4573,U+89AF,覯,覯,觏,コウ,구,gòu,17,99.9913604191,k,ou,False,g,ou,4,gou,見侯一開,去,3,見,全清,清,False,gu,牙音,全清,ㄱ,牙音,全清,牙音,全清,gou4
4574,U+89B2,覲,覲,觐,キン,근,jìn,242,99.7778442614,k,in,False,j,in,4,jin,群眞三開,去,3,群,全濁,清,False,geun,牙音,全清,ㄱ,牙音,全清,歯音,全清,jin4
4575,U+89B7,覷,覷,觑,ショ,처,qù,922,99.1270756842,s,ho,False,q,u,4,qu,清魚三開,去,3,清,次清,清,False,cheo,歯音,全清,ㅊ,歯音,次清,歯音,次清,qu4
4576,U+89BA,覺,覺,觉,コウ,각,jué,82996,57.7990584095,k,ou,False,j,ue,2,jue,見肴二開,去,3,見,全清,清,False,gak,牙音,全清,ㄱ,牙音,全清,歯音,全清,jue2
4577,U+89BD,覽,覽,览,ラン,람,lǎn,2940,97.2798477948,r,an,False,l,an,3,lan,來談一開,上,2,來,次濁,鼻音・流音,False,ram,流音,次濁,ㄹ,流音,次濁,舌音,次濁,lan3
4578,U+89BF,覿,覿,觌,テキ,적,dí,4,99.9970991272,t,eki,True,d,i,2,di,定青四開,入,4,定,全濁,清,False,jeok,舌音,全清,ㅈ,歯音,全清,舌音,全清,di2
4579,U+89C0,觀,觀,观,カン,관,guān,31342,76.4255145092,k,an,False,g,uan,1,guan,見桓一合,平,1,見,全清,清,False,gwan,牙音,全清,ㄱ,牙音,全清,牙音,全清,guan1
4580,U+89D2,角,角,角,カク,각,jiǎo,24229,80.4660463613,k,aku,True,j,iao,3,jiao,來東一開,入,4,來,次濁,清,False,gak,牙音,全清,ㄱ,牙音,全清,歯音,全清,jiao3
4582,U+89D6,觖,觖,觖,ケツ,결,jué,6,99.9961913867,k,etsu,True,j,ue,2,jue,溪支三合,去,3,溪,次清,清,False,gyeol,牙音,全清,ㄱ,牙音,全清,歯音,全清,jue2
4583,U+89DA,觚,觚,觚,コ,고,gū,31,99.9833649673,k,o,False,g,u,1,gu,見模一開,平,1,見,全清,清,False,go,牙音,全清,ㄱ,牙音,全清,牙音,全清,gu1
4584,U+89DC,觜,觜,觜,シ,자,zī,1,99.9996378207,s,hi,False,z,i,1,zi,精支三開,平,1,精,全清,清,False,ja,歯音,全清,ㅈ,歯音,全清,歯音,全清,zi1
4585,U+89E3,解,解,解,カイ,해,jiě,63466,63.1346104807,k,ai,False,j,ie,3,jie,匣佳二開,上,2,匣,全濁,清,False,hae,牙音,全清,ㅎ,喉音,次清,歯音,全清,jie3
4586,U+89E5,觥,觥,觥,コウ,굉,gōng,252,99.7702384961,k,ou,False,g,ong,1,gong,見庚二合,平,1,見,全清,清,False,goeng,牙音,全清,ㄱ,牙音,全清,牙音,全清,gong1
4587,U+89F1,觱,觱,觱,ヒチ,필,bì,5,99.9963369461,h,ichi,True,b,i,4,bi,幫眞三開,入,4,幫,全清,清,False,pil,唇音,全清,ㅍ,唇音,次清,唇音,全清,bi4
4588,U+89F3,觳,觳,觳,カク,곡,hú,76,99.9454060553,k,aku,True,h,u,2,hu,匣東一開,入,4,匣,全濁,清,False,gok,牙音,全清,ㄱ,牙音,全清,牙音,次清,hu2
4589,U+89F4,觴,觴,觞,ショウ,상,shāng,108,99.9107812559,s,hou,False,sh,ang,1,shang,書陽三開,平,1,書,全清,清,True,sang,歯音,全清,ㅅ,歯音,全清,歯音,次清,shang1
4590,U+89F8,觸,觸,触,ショク,촉,chù,8470,92.1216317741,s,hoku,True,ch,u,4,chu,昌鍾三開,入,4,昌,次清,清,True,chok,歯音,全清,ㅊ,歯音,次清,歯音,次清,chu4
4591,U+8A00,言,言,言,ゲン,언,yán,54804,66.4420650716,g,en,False,y,an,2,yan,疑元三開,平,1,疑,次濁,濁,False,eon,牙音,全濁,ㅇ,喉音,次濁,喉音,次濁,yan2
4592,U+8A02,訂,訂,订,テイ,정,dìng,3801,96.3526435759,t,ei,False,d,ing,4,ding,透青四開,平,1,透,次清,清,False,jeong,舌音,全清,ㅈ,歯音,全清,舌音,全清,ding4
4593,U+8A03,訃,訃,讣,フ,부,fù,204,99.8151785287,f,u,False,f,u,4,fu,滂虞三合,去,3,滂,次清,その他,False,bu,唇音,全清,ㅂ,唇音,全清,唇音,次清,fu4
4594,U+8A07,訇,訇,訇,キン,굉,hōng,76,99.944709204,k,in,False,h,ong,1,hong,匣先四合,平,1,匣,全濁,清,False,goeng,牙音,全清,ㄱ,牙音,全清,牙音,次清,hong1
4595,U+8A08,計,計,计,ケイ,계,jì,34677,74.4330022911,k,ei,False,j,i,4,ji,見齊四開,去,3,見,全清,清,False,gye,牙音,全清,ㄱ,牙音,全清,歯音,全清,ji4
4596,U+8A0A,訊,訊,讯,ジン,신,xùn,5375,94.8577313297,j,in,False,x,un,4,xun,心眞三開,去,3,心,全清,その他,False,sin,歯音,全濁,ㅅ,歯音,全清,歯音,次清,xun4
4597,U+8A0C,訌,訌,讧,コウ,홍,hòng,83,99.9371905452,k,ou,False,h,ong,4,hong,匣東一開,平,1,匣,全濁,清,False,hong,牙音,全清,ㅎ,喉音,次清,牙音,次清,hong4
4598,U+8A0E,討,討,讨,トウ,토,tǎo,14729,87.2655879019,t,ou,False,t,ao,3,tao,透豪一開,上,2,透,次清,清,False,to,舌音,全清,ㅌ,舌音,次清,舌音,次清,tao3
4599,U+8A10,訐,訐,讦,コチ,알,jié,88,99.9329028466,k,ochi,True,j,ie,2,jie,見祭三開,去,3,見,全清,清,False,al,牙音,全清,ㅇ,喉音,次濁,歯音,全清,jie2
4600,U+8A13,訓,訓,训,クン,훈,xùn,9171,91.4557101194,k,un,False,x,un,4,xun,曉文三合,去,3,曉,全清,清,False,hun,牙音,全清,ㅎ,喉音,次清,歯音,次清,xun4
4601,U+8A14,訔,訔,訔,ギン,은,yín,1,99.9991931195,g,in,False,y,in,2,yin,疑眞三開,平,1,疑,次濁,濁,False,eun,牙音,全濁,ㅇ,喉音,次濁,喉音,次濁,yin2
4602,U+8A15,訕,訕,讪,セン,산,shàn,759,99.2697250439,s,en,False,sh,an,4,shan,生刪二開,平,1,生,全清,清,True,san,歯音,全清,ㅅ,歯音,全清,歯音,次清,shan4
4603,U+8A16,訖,訖,讫,キツ,흘,qì,196,99.8224977597,k,itsu,True,q,i,4,qi,見欣三開,入,4,見,全清,清,False,heul,牙音,全清,ㅎ,喉音,次清,歯音,次清,qi4
4604,U+8A17,託,託,讬,タク,탁,tuō,4,99.9973879537,t,aku,True,t,uo,1,tuo,透唐一開,入,4,透,次清,清,False,tak,舌音,全清,ㅌ,舌音,次清,舌音,次清,tuo1
4605,U+8A18,記,記,记,キ,기,jì,59279,64.8110238393,k,i,True,j,i,4,ji,見之三開,去,3,見,全清,清,False,gi,牙音,全清,ㄱ,牙音,全清,歯音,全清,ji4
4606,U+8A1B,訛,訛,讹,カ,와,é,445,99.5714456145,k,a,False,,e,2,e,疑戈一合,平,1,疑,次濁,清,False,wa,牙音,全清,ㅇ,喉音,次濁,喉音,次濁,e2
4607,U+8A1D,訝,訝,讶,ガ,아,yà,4362,95.8815984527,g,a,False,y,a,4,ya,疑麻二開,去,3,疑,次濁,濁,False,a,牙音,全濁,ㅇ,喉音,次濁,喉音,次濁,ya4
4608,U+8A1F,訟,訟,讼,ショウ,송,sòng,746,99.2869766983,s,hou,False,s,ong,4,song,邪鍾三開,平,1,邪,全濁,清,False,song,歯音,全清,ㅅ,歯音,全清,歯音,次清,song4
4609,U+8A23,訣,訣,诀,ケツ,결,jué,1259,98.8003166043,k,etsu,True,j,ue,2,jue,見先四合,入,4,見,全清,清,False,gyeol,牙音,全清,ㄱ,牙音,全清,歯音,全清,jue2
4610,U+8A25,訥,訥,讷,トツ,눌,nè,474,99.5403784244,t,otsu,True,n,e,4,ne,泥魂一合,入,4,泥,次濁,清,False,nul,舌音,全清,ㄴ,舌音,次濁,舌音,次濁,ne4
4611,U+8A2A,訪,訪,访,ホウ,방,fǎng,7684,92.796640003,h,ou,False,f,ang,3,fang,滂陽三合,去,3,滂,次清,清,False,bang,唇音,全清,ㅂ,唇音,全清,唇音,次清,fang3
4612,U+8A2D,設,設,设,セツ,설,shè,21757,82.2081459786,s,etsu,True,sh,e,4,she,書仙三開,入,4,書,全清,清,True,seol,歯音,全清,ㅅ,歯音,全清,歯音,次清,she4
4613,U+8A31,許,許,许,キョ,허,xǔ,74638,59.8794162995,k,yo,False,x,u,3,xu,曉魚三開,上,2,曉,全清,清,False,heo,牙音,全清,ㅎ,喉音,次清,歯音,次清,xu3
4614,U+8A34,訴,訴,诉,ソ,소,sù,32893,75.401059418,s,o,False,s,u,4,su,心模一開,去,3,心,全清,清,False,so,歯音,全清,ㅅ,歯音,全清,歯音,次清,su4
4615,U+8A36,訶,訶,诃,カ,가,hē,340,99.6775744641,k,a,False,h,e,1,he,曉歌一開,平,1,曉,全清,清,False,ga,牙音,全清,ㄱ,牙音,全清,牙音,次清,he1
4616,U+8A3A,診,診,诊,シン,진,zhěn,1821,98.2868300272,s,hin,False,zh,en,3,zhen,章眞三開,上,2,章,全清,清,True,jin,歯音,全清,ㅈ,歯音,全清,歯音,全清,zhen3
4617,U+8A3B,註,註,注,チュウ,주,zhù,29096,77.430551747,c,huu,False,zh,u,4,zhu,章虞三合,去,3,章,全清,その他,True,ju,舌音,全清,ㅈ,歯音,全清,歯音,全清,zhu4
4618,U+8A3E,訾,訾,訾,シ,자,zǐ,31,99.9831162556,s,hi,False,z,i,3,zi,精支三開,平,1,精,全清,清,False,ja,歯音,全清,ㅈ,歯音,全清,歯音,全清,zi3
4619,U+8A41,詁,詁,诂,コ,고,gǔ,140,99.8750435575,k,o,False,g,u,3,gu,見模一開,上,2,見,全清,清,False,go,牙音,全清,ㄱ,牙音,全清,牙音,全清,gu3
4620,U+8A46,詆,詆,诋,テイ,저,dǐ,129,99.8867593701,t,ei,False,d,i,3,di,定齊四開,平,1,定,全濁,清,False,jeo,舌音,全清,ㅈ,歯音,全清,舌音,全清,di3
4621,U+8A50,詐,詐,诈,サ,사,zhà,2060,98.0565218159,s,a,False,zh,a,4,zha,莊麻二開,去,3,莊,全清,清,True,sa,歯音,全清,ㅅ,歯音,全清,歯音,全清,zha4
4622,U+8A54,詔,詔,诏,ショウ,조,zhào,1943,98.1642311885,s,hou,False,zh,ao,4,zhao,章宵三開,去,3,章,全清,清,True,jo,歯音,全清,ㅈ,歯音,全清,歯音,全清,zhao4
4623,U+8A55,評,評,评,ヒョウ,평,píng,10568,90.29316844,h,you,False,p,ing,2,ping,並庚三開,平,1,並,全濁,清,False,pyeong,唇音,全清,ㅍ,唇音,次清,唇音,次清,ping2
4624,U+8A56,詖,詖,诐,ヒ,피,bì,6,99.9962464013,h,i,False,b,i,4,bi,幫支三開,平,1,幫,全清,清,False,pi,唇音,全清,ㅍ,唇音,次清,唇音,全清,bi4
4625,U+8A57,詗,詗,诇,ケイ,형,xiòng,1,99.9995392529,k,ei,False,x,iong,4,xiong,曉青四合,上,2,曉,全清,清,False,hyeong,牙音,全清,ㅎ,喉音,次清,歯音,次清,xiong4
4626,U+8A58,詘,詘,诎,クツ,굴,qū,80,99.9406656326,k,utsu,True,q,u,1,qu,溪文三合,入,4,溪,次清,清,False,gul,牙音,全清,ㄱ,牙音,全清,歯音,次清,qu1
4627,U+8A5B,詛,詛,诅,ソ,저,zǔ,968,99.0925632063,s,o,False,z,u,3,zu,莊魚三開,去,3,莊,全清,清,False,jeo,歯音,全清,ㅈ,歯音,全清,歯音,全清,zu3
4628,U+8A5E,詞,詞,词,シ,사,cí,13498,88.1108307163,s,hi,False,c,i,2,ci,邪之三開,平,1,邪,全濁,清,False,sa,歯音,全清,ㅅ,歯音,全清,歯音,次清,ci2
4629,U+8A60,詠,詠,咏,エイ,영,yǒng,685,99.3349081485,,ei,False,y,ong,3,yong,云庚三合,去,3,云,次濁,その他,False,yeong,不明 (),不明 (),ㅇ,喉音,次濁,喉音,次濁,yong3
4630,U+8A61,詡,詡,诩,ク,후,xǔ,343,99.6740500928,k,u,True,x,u,3,xu,曉虞三合,上,2,曉,全清,清,False,hu,牙音,全清,ㅎ,喉音,次清,歯音,次清,xu3
4631,U+8A62,詢,詢,询,ジュン,순,xún,3766,96.4003102685,j,un,False,x,un,2,xun,心諄三合,平,1,心,全清,その他,False,sun,歯音,全濁,ㅅ,歯音,全清,歯音,次清,xun2
4632,U+8A63,詣,詣,诣,ケイ,예,yì,583,99.4299091539,k,ei,False,y,i,4,yi,疑齊四開,去,3,疑,次濁,清,False,ye,牙音,全清,ㅇ,喉音,次濁,喉音,次濁,yi4
4633,U+8A66,試,試,试,シ,시,shì,19442,83.9971031158,s,hi,False,sh,i,4,shi,書之三開,去,3,書,全清,清,True,si,歯音,全清,ㅅ,歯音,全清,歯音,次清,shi4
4634,U+8A69,詩,詩,诗,シ,시,shī,22318,81.8295975513,s,hi,False,sh,i,1,shi,書之三開,平,1,書,全清,清,True,si,歯音,全清,ㅅ,歯音,全清,歯音,次清,shi1
4635,U+8A6B,詫,詫,诧,タ,타,chà,2406,97.7779807204,t,a,False,ch,a,4,cha,徹麻二開,去,3,徹,次清,清,True,ta,舌音,全清,ㅌ,舌音,次清,歯音,次清,cha4
4636,U+8A6C,詬,詬,诟,コウ,구,gòu,135,99.8799272473,k,ou,False,g,ou,4,gou,見侯一開,上,2,見,全清,清,False,gu,牙音,全清,ㄱ,牙音,全清,牙音,全清,gou4
4637,U+8A6D,詭,詭,诡,キ,궤,guǐ,2241,97.8976465944,k,i,True,g,ui,3,gui,見支三合,上,2,見,全清,清,False,gwe,牙音,全清,ㄱ,牙音,全清,牙音,全清,gui3
4638,U+8A6E,詮,詮,诠,セン,전,quán,330,99.6856329535,s,en,False,q,uan,2,quan,清仙三合,平,1,清,次清,清,False,jeon,歯音,全清,ㅈ,歯音,全清,歯音,次清,quan2
4639,U+8A70,詰,詰,诘,キツ,힐,jié,624,99.3920820476,k,itsu,True,j,ie,2,jie,溪眞三開,入,4,溪,次清,清,False,hil,牙音,全清,ㅎ,喉音,次清,歯音,全清,jie2
4640,U+8A71,話,話,话,ワ,화,huà,159827,44.3180228568,w,a,False,h,ua,4,hua,匣夬二合,去,3,匣,全濁,鼻音・流音,False,hwa,喉音,次濁,ㅎ,喉音,次清,牙音,次清,hua4
4641,U+8A72,該,該,该,ガイ,해,gāi,55377,66.000059622,g,ai,False,g,ai,1,gai,見咍一開,平,1,見,全清,濁,False,hae,牙音,全濁,ㅎ,喉音,次清,牙音,全清,gai1
4642,U+8A73,詳,詳,详,ショウ,상,xiáng,6498,93.8287455589,s,hou,False,x,iang,2,xiang,以陽三開,平,1,以,次濁,清,False,sang,歯音,全清,ㅅ,歯音,全清,歯音,次清,xiang2
4643,U+8A75,詵,詵,诜,シン,선,shēn,258,99.7632287221,s,hin,False,sh,en,1,shen,生臻三開,平,1,生,全清,清,True,seon,歯音,全清,ㅅ,歯音,全清,歯音,次清,shen1
4644,U+8A79,詹,詹,詹,セン,첨,zhān,1853,98.2489318605,s,en,False,zh,an,1,zhan,章鹽三開,平,1,章,全清,清,True,cheom,歯音,全清,ㅊ,歯音,次清,歯音,全清,zhan1
4645,U+8A7C,詼,詼,诙,カイ,회,huī,376,99.6464488211,k,ai,False,h,ui,1,hui,溪灰一合,平,1,溪,次清,清,False,hoe,牙音,全清,ㅎ,喉音,次清,牙音,次清,hui1
4646,U+8A7F,詿,詿,诖,カイ,괘,guà,133,99.8823868574,k,ai,False,g,ua,4,gua,見佳二合,去,3,見,全清,清,False,gwae,牙音,全清,ㄱ,牙音,全清,牙音,全清,gua4
4647,U+8A84,誄,誄,诔,ルイ,뢰,lěi,114,99.902809873,r,ui,False,l,ei,3,lei,來脂三合,上,2,來,次濁,鼻音・流音,False,roe,流音,次濁,ㄹ,流音,次濁,舌音,次濁,lei3
4648,U+8A85,誅,誅,诛,チュウ,주,zhū,1110,98.9547918058,c,huu,False,zh,u,1,zhu,知虞三合,平,1,知,全清,その他,True,ju,舌音,全清,ㅈ,歯音,全清,歯音,全清,zhu1
4649,U+8A86,誆,誆,诓,キョウ,광,kuāng,140,99.8744017208,k,you,False,k,uang,1,kuang,群陽三合,去,3,群,全濁,清,False,gwang,牙音,全清,ㄱ,牙音,全清,牙音,次清,kuang1
4650,U+8A87,誇,誇,夸,コ,과,kuā,3877,96.2955143762,k,o,False,k,ua,1,kua,溪麻二合,平,1,溪,次清,清,False,gwa,牙音,全清,ㄱ,牙音,全清,牙音,次清,kua1
4651,U+8A8C,誌,誌,志,シ,지,zhì,31417,76.3895922827,s,hi,False,zh,i,4,zhi,章之三開,去,3,章,全清,清,True,ji,歯音,全清,ㅈ,歯音,全清,歯音,全清,zhi4
4652,U+8A8D,認,認,认,ニン,인,rèn,60205,64.195427915,n,in,False,r,en,4,ren,日眞三開,去,3,日,次濁,鼻音・流音,True,in,舌音,次濁,ㅇ,喉音,次濁,歯音,次濁,ren4
4653,U+8A91,誑,誑,诳,キョウ,광,kuáng,209,99.8104415444,k,you,False,k,uang,2,kuang,見陽三合,去,3,見,全清,清,False,gwang,牙音,全清,ㄱ,牙音,全清,牙音,次清,kuang2
4654,U+8A93,誓,誓,誓,セイ,서,shì,3909,96.2732392032,s,ei,False,sh,i,4,shi,常祭三開,去,3,常,全濁,清,True,seo,歯音,全清,ㅅ,歯音,全清,歯音,次清,shi4
4655,U+8A95,誕,誕,诞,タン,탄,dàn,2740,97.4612342935,t,an,False,d,an,4,dan,定寒一開,上,2,定,全濁,清,False,tan,舌音,全清,ㅌ,舌音,次清,舌音,全清,dan4
4656,U+8A98,誘,誘,诱,ユウ,유,yòu,4230,95.994884928,y,uu,False,y,ou,4,you,以尤三開,上,2,以,次濁,鼻音・流音,False,yu,喉音,次濁,ㅇ,喉音,次濁,喉音,次濁,you4
4657,U+8A9A,誚,誚,诮,ショウ,초,qiào,174,99.8427729236,s,hou,False,q,iao,4,qiao,從宵三開,去,3,從,全濁,清,False,cho,歯音,全清,ㅊ,歯音,次清,歯音,次清,qiao4
4658,U+8A9E,語,語,语,ゴ,어,yǔ,40504,71.8382156994,g,o,False,y,u,3,yu,疑魚三開,上,2,疑,次濁,濁,False,eo,牙音,全濁,ㅇ,喉音,次濁,喉音,次濁,yu3
4659,U+8AA0,誠,誠,诚,セイ,성,chéng,12203,89.1274508149,s,ei,False,ch,eng,2,cheng,常清三開,平,1,常,全濁,清,True,seong,歯音,全清,ㅅ,歯音,全清,歯音,次清,cheng2
4660,U+8AA1,誡,誡,诫,カイ,계,jiè,1035,99.0259141924,k,ai,False,j,ie,4,jie,見皆二開,去,3,見,全清,清,False,gye,牙音,全清,ㄱ,牙音,全清,歯音,全清,jie4
4661,U+8AA3,誣,誣,诬,フ,무,wū,993,99.0700668288,f,u,False,w,u,1,wu,明虞三合,平,1,明,次濁,その他,False,mu,唇音,全清,なし,なし,なし,喉音,次濁,wu1
4662,U+8AA4,誤,誤,误,ゴ,오,wù,12844,88.6396915754,g,o,False,w,u,4,wu,疑模一開,去,3,疑,次濁,濁,False,o,牙音,全濁,ㅇ,喉音,次濁,喉音,次濁,wu4
4663,U+8AA5,誥,誥,诰,コウ,고,gào,214,99.8051165918,k,ou,False,g,ao,4,gao,見豪一開,去,3,見,全清,清,False,go,牙音,全清,ㄱ,牙音,全清,牙音,全清,gao4
4664,U+8AA6,誦,誦,诵,ショウ,송,sòng,1885,98.2189328701,s,hou,False,s,ong,4,song,邪鍾三開,去,3,邪,全濁,清,False,song,歯音,全清,ㅅ,歯音,全清,歯音,次清,song4
4665,U+8AA8,誨,誨,诲,カイ,회,huì,517,99.485987346,k,ai,False,h,ui,4,hui,曉灰一合,去,3,曉,全清,清,False,hoe,牙音,全清,ㅎ,喉音,次清,牙音,次清,hui4
4666,U+8AAA,說,說,说,セツ,설 세 열,shuō,577395,18.5365783269,s,etsu,True,sh,uo,1,shuo,書祭三合,去,3,書,全清,清,True,seol se yeol,歯音,全清,ㅅ,歯音,全清,歯音,次清,shuo1
4667,U+8AB0,誰,誰,谁,スイ,수,shuí shéi,46102,69.3435544916,s,ui,False,sh,ui shei,2,shui shei,常脂三合,平,1,常,全濁,清,True,su,歯音,全清,ㅅ,歯音,全清,歯音,次清,shui2 shei2
4668,U+8AB2,課,課,课,カ,과,kè,9202,91.4030462694,k,a,False,k,e,4,ke,溪戈一合,平,1,溪,次清,清,False,gwa,牙音,全清,ㄱ,牙音,全清,牙音,次清,ke4
4669,U+8AB9,誹,誹,诽,ヒ,비,fěi,315,99.7011940559,h,i,False,f,ei,3,fei,幫微三合,平,1,幫,全清,清,False,bi,唇音,全清,ㅂ,唇音,全清,唇音,次清,fei3
4670,U+8ABC,誼,誼,谊,ギ,의,yì,3117,97.09961431,g,i,False,y,i,4,yi,疑支三開,去,3,疑,次濁,濁,False,ui,牙音,全濁,ㅇ,喉音,次濁,喉音,次濁,yi4
4671,U+8ABE,誾,誾,訚,ギン,은,yín,7,99.9954349362,g,in,False,y,in,2,yin,疑眞三開,平,1,疑,次濁,濁,False,eun,牙音,全濁,ㅇ,喉音,次濁,喉音,次濁,yin2
4672,U+8ABF,調,調,调,チョウ,조 주,diào,29584,77.2628501244,c,hou,False,d,iao,4,diao,定蕭四開,平,1,定,全濁,その他,False,jo ju,舌音,全清,ㅈ,歯音,全清,舌音,全清,diao4
4673,U+8AC2,諂,諂,谄,テン,첨,chǎn,304,99.7157717726,t,en,False,ch,an,3,chan,徹鹽三開,上,2,徹,次清,清,True,cheom,舌音,全清,ㅊ,歯音,次清,歯音,次清,chan3
4674,U+8AC4,諄,諄,谆,ジュン,순,zhūn,298,99.7237041869,j,un,False,zh,un,1,zhun,章諄三合,平,1,章,全清,その他,True,sun,歯音,全濁,ㅅ,歯音,全清,歯音,全清,zhun1
4675,U+8AC7,談,談,谈,ダン,담,tán,42982,71.0734981797,d,an,False,t,an,2,tan,定談一開,平,1,定,全濁,濁,False,dam,舌音,全濁,ㄷ,舌音,全清,舌音,次清,tan2
4676,U+8AC9,諉,諉,诿,ズイ,위,wěi,236,99.7819417012,z,ui,False,w,ei,3,wei,娘支三合,去,3,,,濁,False,wi,歯音,全濁,ㅇ,喉音,次濁,喉音,次濁,wei3
4677,U+8ACB,請,請,请,セイ,청,qǐng,51200,67.4730829434,s,ei,False,q,ing,3,qing,從清三開,平,1,從,全濁,清,False,cheong,歯音,全清,ㅊ,歯音,次清,歯音,次清,qing3
4678,U+8ACD,諍,諍,诤,ソウ,쟁,zhèng,180,99.8374926703,s,ou,False,zh,eng,4,zheng,莊耕二開,去,3,莊,全清,清,True,jaeng,歯音,全清,ㅈ,歯音,全清,歯音,全清,zheng4
4679,U+8ACF,諏,諏,诹,ス,추,zōu,97,99.9230735755,s,u,False,z,ou,1,zou,精虞三合,平,1,精,全清,清,False,chu,歯音,全清,ㅊ,歯音,次清,歯音,全清,zou1
4680,U+8AD2,諒,諒,谅,リョウ,량 양,liàng,4363,95.8715995533,r,you,False,l,iang,4,liang,來陽三開,去,3,來,次濁,鼻音・流音,False,ryang yang,流音,次濁,ㄹ,流音,次濁,舌音,次濁,liang4
4681,U+8AD6,論,論,论,ロン,논 론,lùn,46205,69.2907152827,r,on,False,l,un,4,lun,來諄三合,平,1,來,次濁,鼻音・流音,False,non ron,流音,次濁,ㄴ,舌音,次濁,舌音,次濁,lun4
4682,U+8ADB,諛,諛,谀,ユ,유,yú,395,99.6292796885,y,u,False,y,u,2,yu,以虞三合,平,1,以,次濁,鼻音・流音,False,yu,喉音,次濁,ㅇ,喉音,次濁,喉音,次濁,yu2
4683,U+8ADC,諜,諜,谍,チョウ,첩,dié,933,99.1175054401,c,hou,False,d,ie,2,die,定添四開,入,4,定,全濁,その他,False,cheop,舌音,全清,ㅊ,歯音,次清,舌音,全清,die2
4684,U+8ADD,諝,諝,谞,ショ,서,xū,14,99.9925913703,s,ho,False,x,u,1,xu,心魚三開,平,1,心,全清,清,False,seo,歯音,全清,ㅅ,歯音,全清,歯音,次清,xu1
